269.658,Recovery
269.773,Inspire Start
270.541,Expire Start
271.744,Recovery
272.448,Inspire Start
274.726,Expire Start
276.211,Recovery
276.992,Inspire Start
280.512,Expire Start
282.163,Recovery
283.162,Inspire Start
285.709,Expire Start
286.669,Recovery
287.424,Inspire Start
289.344,Expire Start
290.88,Recovery
291.814,Inspire Start
294.029,Expire Start
295.526,Recovery
296.32,Inspire Start
298.79,Expire Start
299.968,Recovery
300.621,Inspire Start
302.669,Expire Start
304.115,Recovery
304.973,Inspire Start
307.034,Expire Start
308.429,Recovery
309.171,Inspire Start
311.309,Expire Start
312.717,Recovery
313.562,Inspire Start
313.574,Expire Start
315.712,Expire Start
316.941,Recovery
317.581,Inspire Start
319.731,Expire Start
321.088,Recovery
321.843,Inspire Start
324.186,Expire Start
325.606,Recovery
326.618,Inspire Start
329.331,Expire Start
329.37,Expire Start
330.829,Recovery
331.853,Inspire Start
334.464,Expire Start
334.464,Recovery
334.49,Inspire Start
334.502,Expire Start
336.973,Recovery
338.163,Inspire Start
338.176,Expire Start
338.176,Recovery
338.189,Inspire Start
340.173,Expire Start
340.531,Recovery
340.762,Inspire Start
340.877,Expire Start
342.221,Recovery
343.245,Inspire Start
346.074,Expire Start
347.584,Recovery
348.531,Inspire Start
350.682,Expire Start
352.09,Recovery
353.011,Inspire Start
356.646,Expire Start
358.054,Recovery
359.04,Inspire Start
359.091,Inspire Start
361.728,Expire Start
361.741,Inspire Start
361.766,Expire Start
363.661,Recovery
364.851,Inspire Start
367.219,Expire Start
369.037,Recovery
370.022,Inspire Start
370.355,Inspire Start
372.723,Expire Start
374.08,Recovery
374.822,Inspire Start
377.446,Expire Start
378.854,Recovery
379.571,Inspire Start
382.285,Expire Start
382.81,Recovery
383.066,Inspire Start
383.194,Expire Start
383.68,Recovery
384.205,Inspire Start
387.059,Expire Start
388.659,Recovery
389.517,Inspire Start
392.013,Expire Start
393.613,Recovery
394.496,Inspire Start
394.522,Inspire Start
397.696,Expire Start
397.734,Expire Start
397.747,Inspire Start
397.76,Expire Start
399.667,Recovery
400.806,Inspire Start
403.994,Expire Start
403.994,Recovery
404.032,Inspire Start
404.045,Expire Start
405.85,Recovery
406.886,Inspire Start
410.342,Expire Start
412.083,Recovery
413.094,Inspire Start
416.653,Expire Start
416.653,Recovery
416.678,Inspire Start
416.691,Expire Start
418.227,Recovery
419.2,Inspire Start
421.235,Expire Start
422.822,Recovery
423.821,Inspire Start
426.611,Expire Start
428.25,Recovery
429.248,Inspire Start
431.373,Expire Start
432.768,Recovery
433.626,Inspire Start
435.738,Expire Start
437.261,Recovery
438.118,Inspire Start
440.269,Expire Start
441.498,Recovery
442.33,Inspire Start
444.186,Expire Start
444.186,Recovery
444.198,Inspire Start
446.362,Inspire Start
448.256,Expire Start
449.792,Recovery
450.752,Inspire Start
452.915,Expire Start
454.349,Recovery
455.181,Inspire Start
457.229,Expire Start
457.229,Recovery
457.242,Inspire Start
459.763,Inspire Start
459.776,Expire Start
461.939,Expire Start
463.142,Recovery
463.846,Inspire Start
463.859,Expire Start
463.872,Inspire Start
466.24,Expire Start
467.546,Recovery
468.288,Inspire Start
470.528,Expire Start
470.541,Inspire Start
470.554,Expire Start
471.962,Recovery
472.883,Inspire Start
475.379,Expire Start
476.698,Recovery
477.363,Inspire Start
479.437,Expire Start
480.742,Recovery
481.523,Inspire Start
481.536,Expire Start
481.562,Inspire Start
483.533,Expire Start
484.749,Recovery
485.53,Inspire Start
487.437,Expire Start
488.717,Recovery
489.51,Inspire Start
491.571,Expire Start
493.107,Recovery
494.029,Inspire Start
496.218,Expire Start
496.218,Recovery
496.243,Inspire Start
496.256,Expire Start
497.792,Recovery
498.765,Inspire Start
500.838,Expire Start
502.31,Recovery
503.168,Inspire Start
503.181,Expire Start
505.344,Expire Start
506.739,Recovery
507.648,Inspire Start
509.926,Expire Start
511.386,Recovery
512.256,Inspire Start
514.509,Expire Start
514.534,Expire Start
515.981,Recovery
516.928,Inspire Start
519.206,Expire Start
520.704,Recovery
521.651,Inspire Start
524.16,Expire Start
525.798,Recovery
526.758,Inspire Start
529.024,Expire Start
530.521,Recovery
531.482,Inspire Start
533.606,Expire Start
533.645,Expire Start
535.027,Recovery
535.757,Inspire Start
537.984,Expire Start
539.226,Recovery
539.994,Inspire Start
542.515,Expire Start
543.718,Recovery
544.371,Inspire Start
544.422,Inspire Start
547.238,Expire Start
548.953,Recovery
550.042,Inspire Start
552.23,Expire Start
553.574,Recovery
554.496,Inspire Start
557.082,Expire Start
558.669,Recovery
559.514,Inspire Start
561.69,Expire Start
561.792,Recovery
561.907,Inspire Start
562.022,Expire Start
562.982,Recovery
563.686,Inspire Start
565.811,Expire Start
567.155,Recovery
567.987,Inspire Start
570.176,Expire Start
571.456,Recovery
572.134,Inspire Start
574.387,Expire Start
574.4,Recovery
574.413,Inspire Start
576.256,Inspire Start
576.294,Expire Start
576.307,Inspire Start
578.291,Expire Start
578.33,Expire Start
579.75,Recovery
580.506,Inspire Start
580.531,Expire Start
582.477,Expire Start
583.91,Recovery
584.794,Inspire Start
584.806,Expire Start
586.957,Expire Start
589.133,Recovery
590.63,Inspire Start
593.114,Expire Start
593.152,Expire Start
594.586,Recovery
595.43,Inspire Start
595.456,Inspire Start
595.494,Expire Start
598.528,Expire Start
598.528,Recovery
598.541,Inspire Start
600.832,Inspire Start
600.858,Inspire Start
603.328,Expire Start
603.366,Expire Start
605.107,Recovery
606.195,Inspire Start
606.208,Expire Start
609.254,Expire Start
610.957,Recovery
611.917,Inspire Start
611.955,Inspire Start
614.182,Expire Start
615.872,Recovery
616.973,Inspire Start
619.456,Expire Start
620.762,Recovery
621.555,Inspire Start
623.923,Expire Start
623.936,Recovery
623.949,Inspire Start
623.962,Expire Start
625.497,Recovery
626.394,Inspire Start
626.432,Inspire Start
628.518,Expire Start
629.965,Recovery
630.886,Inspire Start
633.331,Expire Start
633.331,Recovery
633.344,Inspire Start
635.238,Inspire Start
637.581,Expire Start
639.002,Recovery
639.859,Inspire Start
639.885,Inspire Start
642.291,Expire Start
643.789,Recovery
644.531,Inspire Start
644.582,Expire Start
646.912,Expire Start
648.499,Recovery
649.434,Inspire Start
649.446,Expire Start
651.853,Expire Start
653.466,Recovery
654.451,Inspire Start
657.318,Expire Start
658.765,Recovery
659.661,Inspire Start
662.042,Expire Start
663.437,Recovery
664.384,Inspire Start
666.33,Expire Start
667.558,Recovery
668.365,Inspire Start
670.771,Expire Start
672.038,Recovery
672.806,Inspire Start
672.819,Expire Start
675.546,Expire Start
676.902,Recovery
677.786,Inspire Start
680.346,Expire Start
681.613,Recovery
682.483,Inspire Start
685.338,Expire Start
686.515,Recovery
687.181,Inspire Start
690.125,Expire Start
691.469,Recovery
692.198,Inspire Start
692.211,Expire Start
694.502,Expire Start
695.91,Recovery
696.691,Inspire Start
696.717,Inspire Start
698.816,Expire Start
698.842,Expire Start
700.531,Recovery
701.555,Inspire Start
701.568,Expire Start
701.581,Inspire Start
704.243,Expire Start
704.282,Expire Start
705.856,Recovery
706.739,Inspire Start
708.762,Expire Start
708.762,Recovery
708.787,Inspire Start
708.8,Expire Start
709.683,Recovery
710.054,Inspire Start
710.298,Expire Start
711.398,Recovery
711.936,Inspire Start
714.88,Expire Start
714.906,Recovery
714.931,Inspire Start
714.957,Inspire Start
717.35,Inspire Start
722.624,Expire Start
722.637,Inspire Start
722.65,Expire Start
725.862,Recovery
728.653,Inspire Start
728.666,Expire Start
730.47,Expire Start
732.493,Recovery
733.709,Inspire Start
733.722,Expire Start
736.026,Expire Start
736.038,Recovery
736.051,Inspire Start
738.15,Inspire Start
740.621,Expire Start
742.106,Recovery
743.04,Inspire Start
743.066,Inspire Start
745.395,Expire Start
745.395,Recovery
745.421,Inspire Start
747.456,Inspire Start
749.824,Expire Start
751.194,Recovery
751.974,Inspire Start
754.586,Expire Start
755.955,Recovery
756.774,Inspire Start
757.517,Expire Start
757.696,Recovery
757.798,Inspire Start
759.142,Expire Start
759.142,Recovery
759.155,Inspire Start
760.934,Inspire Start
760.96,Expire Start
763.11,Expire Start
765.466,Recovery
766.682,Inspire Start
768.563,Expire Start
770.01,Recovery
770.752,Inspire Start
772.915,Expire Start
774.016,Recovery
774.528,Inspire Start
776.602,Expire Start
778.086,Recovery
778.893,Inspire Start
778.906,Expire Start
778.918,Recovery
778.957,Inspire Start
780.454,Expire Start
780.493,Recovery
780.531,Inspire Start
780.659,Inspire Start
780.723,Expire Start
781.133,Recovery
781.414,Inspire Start
781.466,Expire Start
781.773,Recovery
782.272,Inspire Start
782.4,Expire Start
782.413,Inspire Start
783.859,Expire Start
784.0,Recovery
784.09,Inspire Start
784.102,Expire Start
784.307,Expire Start
784.358,Recovery
784.397,Inspire Start
784.512,Expire Start
784.755,Recovery
784.87,Inspire Start
784.947,Expire Start
785.011,Recovery
785.101,Inspire Start
785.114,Expire Start
785.139,Recovery
785.165,Inspire Start
785.178,Expire Start
785.485,Recovery
785.766,Inspire Start
787.699,Expire Start
787.712,Inspire Start
787.917,Expire Start
787.93,Inspire Start
787.981,Expire Start
788.083,Recovery
788.134,Inspire Start
788.352,Expire Start
788.544,Recovery
788.71,Inspire Start
788.723,Expire Start
788.8,Recovery
788.838,Inspire Start
788.902,Expire Start
789.658,Recovery
790.323,Inspire Start
792.09,Expire Start
792.23,Recovery
792.358,Inspire Start
792.525,Expire Start
793.626,Recovery
794.074,Inspire Start
794.086,Expire Start
794.253,Recovery
794.445,Inspire Start
796.467,Expire Start
797.888,Recovery
798.502,Inspire Start
800.23,Expire Start
802.163,Recovery
803.328,Inspire Start
806.003,Expire Start
806.003,Recovery
806.042,Inspire Start
809.856,Expire Start
813.466,Recovery
814.17,Inspire Start
